tweets,author,date,likes,retweets,hashtags,linked_accounts,urls,id,tweet_type
"‼️ Bei uns stimmt mit @ManfredWeber das Gesamtpaket für die #Europawahl2019 - deshalb heute Abend einschalten, #TVduell, 20.15 Uhr, @ZDF. #TVtipp 📺 https://t.co/RWlJqN2wYb",CDU,2019-05-16 13:46:37,40,17,"Europawahl2019, TVduell, TVtipp","ManfredWeber, ZDF",,1129020329936994305,tweet
"Wir verbinden Ökonomie und Ökologie, um für zukünftige Generationen eine intakte Umwelt und gute Lebensqualität zu sichern und bei Innovationen Weltspitze zu bleiben. 
#unserEuropa 🇪🇺 https://t.co/RfUdXInw0R #26MaiCDU https://t.co/v1sG3DlK7a",CDU,2019-05-16 11:57:00,13,8,"unserEuropa, 26MaiCDU",,https://t.co/RfUdXInw0R,1128992743089352706,tweet
Wir wählen Sicherheit. Sie auch? Mehr: https://t.co/KG4iMWP2R4 🇪🇺 #unserEuropa #26MaiCDU https://t.co/FoHk4YUZSH,CDU,2019-05-16 11:46:00,42,24,"unserEuropa, 26MaiCDU",,https://t.co/KG4iMWP2R4,1128989974689304578,tweet
"Beschleunigung der Strafverfahren +++ Prozessverschleppung soll erschwert werden, Prozesse sollen dafür schneller und Verfahren fairer werden. https://t.co/aNDfvtz1tU",CDU,2019-05-16 11:22:34,13,3,,,,1128984077317681152,tweet
Opferschutz +++ Im Bereich des Opferschutzes werden wir allen Vergewaltigungsopfern einen Opferanwalt zur Seite stellen. https://t.co/DgNgRhcmiu,CDU,2019-05-16 11:22:33,11,6,,,,1128984075044315136,tweet
Telekommunikationsüberwachung bei Wohnungseinbrüchen +++ Künftig möglich: Telekommunikationsüberwachung von Einbrechern – besonders bei serienmäßig begangenem Einbruchdiebstahl sollen die Ermittlungsbehörden Verdächtige überwachen dürfen. https://t.co/kxYIB4OaYY,CDU,2019-05-16 11:22:33,2,0,,,,1128984072779423744,tweet
Gesichtsverhüllung vor Gericht +++ Gesichtsverhüllung bei Gerichtsverhandlungen soll verboten werden. Verfahrensbeteiligte dürfen dann ihr Gesicht weder ganz noch teilweise verdecken. https://t.co/v9YQ36JwL6,CDU,2019-05-16 11:22:32,3,0,,,,1128984070002810880,tweet
"DNA-Analyse +++ Künftig darf beschlagnahmtes Material genetisch untersucht werden, um Haar-, Augen- und Hautfarbe sowie das Alter eines Spurenlegers zu bestimmen. https://t.co/c2KKIXtGJm",CDU,2019-05-16 11:22:31,3,0,,,,1128984067322654720,tweet
"Pakt für den Rechtsstaat +++ Im ersten Schritt haben die Bundesländer sich dazu bekannt, bis 2021 insgesamt 2000 zusätzliche Richter und Staatsanwälte einzustellen. Jetzt im zweiten Schritt:  Das Mehr an Personal wird nicht durch ineffiziente Verfahren aufgezehrt. https://t.co/U0Z4S9bXDp",CDU,2019-05-16 11:22:31,3,0,,,,1128984064084664320,tweet
Die Reform des Strafprozessrechts ist ein wichtiger Schritt für schlagkräftigere Justiz!  Langjährige Forderungen von @cducsubt werden endlich aufgegriffen und  zentrale Anliegen der #Union aus dem #Koalitionsvertrag auf den Weg gebracht! Das heißt im Einzelnen: [THREAD] https://t.co/QRalSa2iC5,CDU,2019-05-16 11:22:30,23,6,"Union, Koalitionsvertrag",cducsubt,https://t.co/QRalSa2iC5,1128984062910238720,tweet
15.05.2019 ➡️#UnserEuropa kennt seine Grenzen. Mit der Türkei werden  wir statt eines Beitritts eine enge Partnerschaft vereinbaren.  https://t.co/YGE7I8Lcsr,CDU,2019-05-16 09:37:34,8,3,UnserEuropa,,https://t.co/YGE7I8Lcsr,1128957656377356295,tweet
"„Die akt. Ereignisse nach den Kommunalwahlen machen eine Mitgliedschaft der Türkei nicht wahrscheinlicher. Sie sind Grund zu prinz. Besorgnis über den Entwicklungsweg der Türkei. Ich habe immer gesagt, dass ich eine Vollmitgliedschaft der Türkei nicht sehe.“ Angela #Merkel, @SZ",CDU,2019-05-16 09:37:34,5,3,Merkel,SZ,,1128957655232466945,tweet
"➡️ Wir treten mit aller Kraft dafür ein, dass @ManfredWeber, unser  gemeinsamer Spitzenkandidat von #CDU, @CSU und @EPP, nächster Präsident der Europäischen Kommission wird. https://t.co/YGE7I92NR1",CDU,2019-05-16 09:37:34,6,5,CDU,"ManfredWeber, CSU, EPP",https://t.co/YGE7I92NR1,1128957654255177729,tweet
"„Die #EVP hat einen Spitzenkandidaten, der Manfred Weber heißt, und ich werde mich dafür einsetzen, dass er Kommissionspräsident wird, falls wir stärkste politische Kraft bei den Wahlen werden.“ Angela #Merkel, @SZ, 15.05.2019 https://t.co/30BGnzTMqM",CDU,2019-05-16 09:37:33,5,4,"EVP, Merkel",SZ,,1128957651596042240,tweet
"„... Deutschland muss auch schneller werden. Es muss wieder stärker das Bewusstsein herrschen, dass alles erarbeitet werden muss, was verteilt werden soll.“ Angela #Merkel, @SZ, 15.05.2019 #SozialeMarktwirtschaft https://t.co/YGE7I92NR1",CDU,2019-05-16 09:37:33,3,3,"Merkel, SozialeMarktwirtschaft",SZ,https://t.co/YGE7I92NR1,1128957650602024961,tweet
"„Wir setzen uns für mehr Konvergenz ein, also für die Angleichung der Lebens- und Wirtschaftsverhältnisse.“  Angela #Merkel, @SZ, 15.05.2019 ➡️#UnserEuropa hat durch Zusammenarbeit seiner Mitgliedstaaten in der Vergangenheit viel erreicht, Krisen gemeistert, Stärke bewiesen.",CDU,2019-05-16 09:37:33,2,3,"Merkel, UnserEuropa",SZ,,1128957649633120257,tweet
"Es ist uns ein wichtiges Anliegen, auf Augenhöhe mit unseren Partnern in Ost- und Mitteleuropa eng zusammenzuarbeiten. https://t.co/YGE7I92NR1",CDU,2019-05-16 09:37:33,3,2,,,https://t.co/YGE7I92NR1,1128957648714571779,tweet
"Jeder Mitgliedstaat, unabhängig davon, ob groß oder klein, ob im Norden, Süden, Osten oder Westen, hat ein Anrecht darauf, seinen Platz im gemeinsamen Haus Europa zu finden und seine Vorschläge einzubringen.",CDU,2019-05-16 09:37:32,3,3,,,,1128957647737303040,tweet
"„Deutschland ist kein Koloss. In Europa hat jedes Land eine Stimme.“ Angela #Merkel, @SZ, 15.05.2019 ➡️#UnserEuropa gehört den Bürgern. https://t.co/YGE7I92NR1 https://t.co/iy6jCFgFKg",CDU,2019-05-16 09:37:32,4,3,"Merkel, UnserEuropa",SZ,https://t.co/YGE7I92NR1,1128957645279387648,tweet
"noch werden wir anderen Staaten helfen können.“ Angela #Merkel, @SZ,  15.05.2019 ➡️In unserem #Europa setzen wir auf die Kraft der Sozialen  Marktwirtschaft. Sie fördert die Kreativität, Eigenverantwortung und  Freiheit jedes Einzelnen, des Arbeitnehmers wie des Unternehmers.",CDU,2019-05-16 09:37:32,3,2,"Merkel, Europa",SZ,,1128957644230791168,tweet
"„Entscheidend für unsere Handlungsfähigkeit auf allen Gebieten, auch auf dem des Umweltschutzes, ist, dass wir ökonomisch erfolgreich sind. (...) Denn ohne die materiellen Grundlagen werden wir weder unsere sozialen noch unsere ökologischen Ansprüche erfüllen, ...",CDU,2019-05-16 09:37:31,3,2,,,,1128957643052277760,tweet
"„Entscheidend ist, dass wir aus unterschiedlichen Interessen heraus gemeinsame Lösungen finden.“ Angela #Merkel, @SZ, 15.05.2019 ➡️ #UnserEuropa steht weltweit einzigartig für eine wertegeleitete Außenpolitik und für multilaterale Lösungen. https://t.co/YGE7I92NR1",CDU,2019-05-16 09:37:31,2,2,"Merkel, UnserEuropa",SZ,https://t.co/YGE7I92NR1,1128957642024599552,tweet
➡️#UnserEuropa verteidigt im Wettbewerb der Systeme und rivalisierenden Weltmächte selbstbewusst seine Werte und Interessen. https://t.co/YGE7I92NR1,CDU,2019-05-16 09:37:31,2,2,UnserEuropa,,https://t.co/YGE7I92NR1,1128957641009577984,tweet
"„Ohne Zweifel muss sich #Europa in einer veränderten Welt neu positionieren. Manche Gewissheiten, die in der Nachkriegsordnung gewachsen sind, gelten nicht mehr.“ Angela #Merkel, @SZ, 15.05.2019 https://t.co/pzXAtIYwOy",CDU,2019-05-16 09:37:30,2,2,"Europa, Merkel",SZ,,1128957637985480704,tweet
"„Ohne die materiellen Grundlagen werden wir weder unsere sozialen noch unsere ökologischen Ansprüche erfüllen, noch werden wir anderen Staaten helfen können.“ Angela #Merkel, @SZ, 15.05.2019 ➡️Klimaschutz wollen wir mit marktwirtschaftlichen Instrumenten nachhaltig sicherstellen. https://t.co/Aink2MpoWy",CDU,2019-05-16 09:37:29,3,2,Merkel,SZ,,1128957635439583232,tweet
...um für zukünftige Generationen eine intakte Umwelt und gute Lebensqualität zu sichern und bei Innovationen Weltspitze zu bleiben. https://t.co/YGE7I92NR1,CDU,2019-05-16 09:37:29,2,1,,,https://t.co/YGE7I92NR1,1128957634525241344,tweet
"„Entscheidend für unsere Handlungsfähigkeit auf allen Gebieten, auch auf dem des Umweltschutzes, ist, dass wir ökonomisch erfolgreich sind. Da liegt meine größte Sorge.“ Angela #Merkel, @SZ, 15.05.2019 ➡️ Wir verbinden Ökonomie und Ökologie, ...",CDU,2019-05-16 09:37:29,2,1,Merkel,SZ,,1128957633455640576,tweet
"„Es muss wieder stärker das Bewusstsein herrschen, dass alles erarbeitet werden muss, was verteilt werden soll.“ Angela #Merkel, @SZ, 15.05.2019 ➡️ #UnserEuropa sichert Wohlstand. https://t.co/YGE7I92NR1 https://t.co/jOoTGIMr0r",CDU,2019-05-16 09:37:28,23,9,"Merkel, UnserEuropa",SZ,https://t.co/YGE7I92NR1,1128957630431584257,tweet
".@akk: Wir verbinden Ökonomie und Ökologie, um für zukünftige Generationen eine intakte Umwelt und gute Lebensqualität zu sichern und bei Innovationen Weltspitze zu bleiben. #unserEuropa #26MaiCDU Mehr: https://t.co/RfUdXI5V9j https://t.co/UtwQxT0iBh",CDU,2019-05-16 09:00:01,39,18,"unserEuropa, 26MaiCDU",akk,https://t.co/RfUdXI5V9j,1128948203058081792,tweet
"Es ist falsch, wieder über Kapitalismus und Sozialismus zu diskutieren. Wir kennen seit Jahrzehnten die bessere Alternative: die #SozialeMarktwirtschaft, die den Menschen in den Mittelpunkt stellt und Wohlstand für alle schafft. 🇪🇺 https://t.co/RfUdXI5V9j #26MaiCDU #unserEuropa https://t.co/eVK9NsODDk",CDU,2019-05-16 08:55:00,18,5,"SozialeMarktwirtschaft, 26MaiCDU, unserEuropa",,https://t.co/RfUdXI5V9j,1128946941348519936,tweet
#Grundgesetz: Die Würde des Menschen ist unantastbar. #70JahreGG https://t.co/18k3r0llTU,CDU,2019-05-16 08:47:56,30,9,"Grundgesetz, 70JahreGG",,,1128945164398080002,tweet
"Da Kriminelle und Terroristen über nationale Grenzen hinaus agieren, müssen Austausch- und Partnerschaftsprogramme der Sicherheitsorgane weiter ausgebaut werden. Aus Europol muss ein Europäisches FBI werden. Mehr: https://t.co/Sr9UuZew9x #unserEuropa #26MaiCDU cc @manfredweber https://t.co/dlBZg0rUW1",CDU,2019-05-16 06:00:00,27,7,"unserEuropa, 26MaiCDU",ManfredWeber,https://t.co/Sr9UuZew9x,1128902902129594368,tweet
"Unsere #Union, die Gemeinschaft aus CDU und CSU steht in diesem Wahlkampf geschlossen. #Europawahl #unserEuropa #26MaiCDU https://t.co/qmFGPsBpC3",CDU,2019-05-16 06:00:00,17,5,"Union, Europawahl, unserEuropa, 26MaiCDU",,,1128902901416517633,tweet
Heute Abend TV-Duell im @ZDF! Einschalten ab 20.15 Uhr! https://t.co/l4z93otdl7,CDU,2019-05-16 04:32:24,6,7,,ZDF,https://t.co/l4z93otdl7,1128880855705899008,tweet
‼️Nach der #EurovisionDebate heute ist vor dem TV-Duell morgen: Am Donnerstagabend steht @ManfredWeber ab 20.15 Uhr im @ZDF Rede und Antwort. Einschalten! 🖥️ #unserEuropa #Europawahl2019 #26MaiCDU https://t.co/PN5s3B7NNv,CDU,2019-05-15 21:22:26,23,8,"EurovisionDebate, unserEuropa, Europawahl2019, 26MaiCDU","ManfredWeber, ZDF",,1128772651206549504,tweet
"#UnserEuropa steht weltweit einzigartig für eine wertegeleitete Außenpolitik, für multilaterale Lösungen. (Wir wollen in der Außen- &amp; Sicherheitspolitik zu Mehrheitsentscheidungen kommen, Einstimmigkeitsprinzip hinter uns lassen.) #unserEuropa #TellEurope #EurovisionDebate https://t.co/J6fi6dVpib",CDU,2019-05-15 21:12:50,18,6,"UnserEuropa, unserEuropa, TellEurope, EurovisionDebate",,https://t.co/J6fi6dVpib,1128770234897317889,tweet
#UnserEuropa macht stark! ➡️ https://t.co/HwqKjp2jSe 🇪🇺#26MaiCDU https://t.co/XMUjKBwCR4,CDU,2019-05-15 21:08:02,6,3,"UnserEuropa, 26MaiCDU",,"https://t.co/HwqKjp2jSe, https://t.co/XMUjKBwCR4",1128769028527464456,tweet
"Mit dem Spitzenkandidat in den Endspurt: 24. Mai, München! Mit dabei u.a.: Angela Merkel @ManfredWeber @akk @JosephDaul @sebastiankurz @Markus_Soeder @AndrejPlenkovic @BoykoBorissov Krišjānis Kariņš... Jetzt anmelden: https://t.co/GNJXhQHImC #TellEurope #unserEuropa #26MaiCDU https://t.co/ZddjAlbuS6",CDU,2019-05-15 21:06:46,22,10,"TellEurope, unserEuropa, 26MaiCDU","ManfredWeber, akk, JosephDaul, sebastiankurz, Markus_Soeder, AndrejPlenkovic, BoykoBorissov","https://t.co/GNJXhQHImC, https://t.co/ZddjAlbuS6",1128768707524796417,tweet
#TellEUrope #Europawahl2019 #unserEuropa 🗳 https://t.co/KSYL3OLTDg,CDU,2019-05-15 20:35:43,10,4,"TellEUrope, Europawahl2019, unserEuropa",,https://t.co/KSYL3OLTDg,1128760893481918468,tweet
#TellEurope #EurovisionDebate #Europawahl2019 #unserEuropa #26MaiCDU https://t.co/CebQv07P4W,CDU,2019-05-15 20:34:01,10,5,"TellEurope, EurovisionDebate, Europawahl2019, unserEuropa, 26MaiCDU",,https://t.co/CebQv07P4W,1128760466568822784,tweet
".@manfredweber: Wenn nicht Europa, wer sonst könnte die Rechte der Kinder auf der Welt schützen? Ich werde dafür kämpfen, dass wir durch unsere Abkommen, wie beispielsweise Handelsabkommen, ein weltweites Verbot von Kinderarbeit sicherstellen. https://t.co/18UYAfJdtr #TellEurope https://t.co/4yElaZ3qHH",CDU,2019-05-15 20:28:36,35,10,TellEurope,ManfredWeber,"https://t.co/18UYAfJdtr, https://t.co/4yElaZ3qHH",1128759103336124417,tweet
#TellEUrope #EUdebate #europawahl2019 #ThePowerOfWE #unserEuropa #26MaiCDU https://t.co/Tg3jrVGjzB,CDU,2019-05-15 20:20:34,13,8,"TellEUrope, EUdebate, europawahl2019, ThePowerOfWE, unserEuropa, 26MaiCDU",,https://t.co/Tg3jrVGjzB,1128757080905715713,tweet
"#UnserEuropa steht für freiheitliche Werte, Vertrauen und gute Partnerschaften! #26MaiCDU #TellEurope #EUdebate @ManfredWeber #thepowerofWE https://t.co/phtpgKsvBb",CDU,2019-05-15 20:14:07,15,3,"UnserEuropa, 26MaiCDU, TellEurope, EUdebate, thepowerofWE",ManfredWeber,https://t.co/phtpgKsvBb,1128755459597459459,tweet
Außenpolitik: #UnserEuropa spricht mit einer Stimme und bringt sein politisches Gewicht in die Welt ein. ▶️ https://t.co/HwqKjp2jSe #unserEuropa 🇪🇺#26MaiCDU @ManfredWeber #TellEurope #EUdebate #ThePowerOfWE https://t.co/HMmv1dprFi,CDU,2019-05-15 20:09:33,19,6,"UnserEuropa, unserEuropa, 26MaiCDU, TellEurope, EUdebate, ThePowerOfWE",ManfredWeber,"https://t.co/HwqKjp2jSe, https://t.co/HMmv1dprFi",1128754309133406208,tweet
Alle Unternehmen sollen Steuern zahlen! https://t.co/HwqKjp2jSe #unserEuropa #26MaiCDU #TellEUrope #ThePowerOfWE @ManfredWeber 🇪🇺 https://t.co/2tQMkxk4Oj https://t.co/aU3L0Y42dg,CDU,2019-05-15 20:06:16,15,8,"unserEuropa, 26MaiCDU, TellEUrope, ThePowerOfWE",ManfredWeber,"https://t.co/HwqKjp2jSe, https://t.co/2tQMkxk4Oj",1128753486227759106,tweet
"#UnserEuropa sorgt auch bei int. Konzernen für faire Besteuerung. Es kann nicht sein, dass sich globale Konzerne durch geschickte Strategien um Steuerzahlungen drücken. Alle Unternehmen sollen Steuern zahlen. https://t.co/HwqKjp2jSe @ManfredWeber #TellEUrope #26MaiCDU #PowerOfWE https://t.co/wJN1rr80SL",CDU,2019-05-15 20:00:55,24,8,"UnserEuropa, TellEUrope, 26MaiCDU, PowerOfWE",ManfredWeber,"https://t.co/HwqKjp2jSe, https://t.co/wJN1rr80SL",1128752138870456320,tweet
#TellEurope #EP2019 #EUElections2019 #EUDebate #ThePowerOfWE #unserEuropa 🇪🇺 #26MaiCDU https://t.co/RFiVwvO5Jn,CDU,2019-05-15 19:54:32,10,4,"TellEurope, EP2019, EUElections2019, EUDebate, ThePowerOfWE, unserEuropa, 26MaiCDU",,https://t.co/RFiVwvO5Jn,1128750532187885568,tweet
.@manfredweber: Der Klimawandel bedroht uns und die Zukunft unserer Kinder. Deshalb werde ich mit aller Kraft auf die Durchsetzung der Abkommen von Paris und Kattowitz drängen und auf diesen Zielsetzungen aufbauen. https://t.co/18UYAfJdtr #TellEurope #EP2019 #EUElections2019 https://t.co/azcbdW6lXK,CDU,2019-05-15 19:53:11,15,5,"TellEurope, EP2019, EUElections2019",ManfredWeber,"https://t.co/18UYAfJdtr, https://t.co/azcbdW6lXK",1128750193560649728,tweet
"#TellEurope🌱Wir wollen, dass Energie sicher, sauber und bezahlbar bleibt. Besonders wichtig ist uns der europaweite Ausbau emissionsarmer bzw. erneuerbarer Energien. ▶️ http://k.cdu.d/europawahlprogramm @ManfredWeber #unserEuropa #26MaiCDU  @EUDebate #ThePowerOfWE https://t.co/j939EL79s8",CDU,2019-05-15 19:50:24,14,3,"TellEurope, unserEuropa, 26MaiCDU, ThePowerOfWE","ManfredWeber, EUDebate",https://t.co/j939EL79s8,1128749490146562050,tweet
".@manfredweber: Mein Ziel ist, dass in den kommenden Jahren und in der gesamten EU fünf Millionen neue Arbeitsplätze geschaffen werden. ▶️ https://t.co/18UYAfJdtr #ThePowerOfWE #EurovisionDebate #TellEurope https://t.co/yVijTcqzJn",CDU,2019-05-15 19:36:47,50,14,"ThePowerOfWE, EurovisionDebate, TellEurope",ManfredWeber,"https://t.co/18UYAfJdtr, https://t.co/yVijTcqzJn",1128746062641082368,tweet
#UnserEuropa setzt auf den Exportschlager der dualen Ausbildung im Kampf gegen Jugendarbeitslosigkeit.  #EurovisionDebate @EUDebate! 🇪🇺 #TellEurope #ThePowerOfWe @EPP @ManfredWeber #26MaiCDU https://t.co/7hti8fuauV,CDU,2019-05-15 19:28:34,20,5,"UnserEuropa, EurovisionDebate, TellEurope, ThePowerOfWe, 26MaiCDU","EUDebate, EPP, ManfredWeber",,1128743995251810305,tweet
"Wir als Volksparteien haben eine klare Vorstellung von unserem Europa. Wir kämpfen für ein demokratisches, handlungsfähiges, sicheres und bürgernahes Europa. #unserEuropa #tellEuropa #Europawahl2019 #ThePowerofWE Mehr: https://t.co/HwqKjp2jSe https://t.co/tpzKUyUUHV",CDU,2019-05-15 19:22:26,21,8,"unserEuropa, tellEuropa, Europawahl2019, ThePowerofWE",,"https://t.co/HwqKjp2jSe, https://t.co/tpzKUyUUHV",1128742454830747648,tweet
".@Berlingestalter beendet den #Europa-Dialog der @cduberlin: 
Es kommt auf uns an!  Gemeinsam für ein starkes Berlin und Europa. Am #26MaiCDU
wählen. #unserEuropa  
&gt;&gt; https://t.co/RfUdXI5V9j https://t.co/acDXBvHql5",CDU,2019-05-15 18:47:43,12,5,"Europa, 26MaiCDU, unserEuropa","BerlinGestalter, cduberlin",https://t.co/RfUdXI5V9j,1128733717923495951,tweet
".@hildebentele: Unser Ziel für #Berlin ist eine koordinierte europäische Städtepolitik, die die Verwirklichung gemeinsamer europäischer Ziele fördert und
damit ein Leben gemäß unseren gemeinsamen europäischen Werten unter allen Bürgern fest verankert. 
#unserEuropa #26MaiCDU https://t.co/SJJAFl3ihV",CDU,2019-05-15 18:31:51,8,5,"Berlin, unserEuropa, 26MaiCDU",hildebentele,,1128729724950331392,tweet
"Gemeinsam für #unserEuropa.
Für Sicherheit, Frieden und Wohlstand.
@PaulZiemiak: Viel Erfolg liebe @hildebentele für die Wahl am #26MaiCDU. https://t.co/zCd1WaXAuv",CDU,2019-05-15 18:22:07,15,5,"unserEuropa, 26MaiCDU","PaulZiemiak, hildebentele",,1128727275757764609,tweet
".@PaulZiemiak: Wir sind die letzte echte Volkspartei in #Europa. Nur wir als Volkspartei sind in Gemeinden, Ländern, Bund und Europa gleichermaßen vertreten. 
Ich freue mich auf den Endspurt für #unserEuropa. 
#26MaiCDU.
&gt;&gt; https://t.co/U4uFOCKrir https://t.co/HkcoiUQgcN",CDU,2019-05-15 18:13:50,18,8,"Europa, unserEuropa, 26MaiCDU",PaulZiemiak,https://t.co/U4uFOCKrir,1128725187946516481,tweet
"@PaulZiemiak: Wir brauchen mehr Personal für #Frontex, damit wir unsere Grenzen sichern können. Frontex muss 10.000 zusätzliche Grenzschützer und direkte Eingriffsrechte bekommen. 
#unserEuropa #26MaiCDU https://t.co/MSsoiC23OB",CDU,2019-05-15 18:07:11,3,0,"Frontex, unserEuropa, 26MaiCDU",PaulZiemiak,,1128723515035852801,tweet
".@PaulZiemiak: Wir müssen die Zusammenarbeit der Sicherheitsbehörden stärken. 
Deshalb wollen wir Kriminalität in #Europa vernetzt bekämpfen. Denn: #UnserEuropa gibt Sicherheit.
https://t.co/Sr9UuZew9x
#26MaiCDU https://t.co/Ov5akNXSB3",CDU,2019-05-15 17:56:25,11,4,"Europa, UnserEuropa, 26MaiCDU",PaulZiemiak,https://t.co/Sr9UuZew9x,1128720808019472388,tweet
".@PaulZiemiak: Im #Europawahlkampf kommt es darauf an, dass wir #unserEuropa gestalten und unseren Wohlstand sichern. Die richtige Formel lautet: #26MaiCDU. https://t.co/IprQbWSQ4T",CDU,2019-05-15 17:54:38,15,7,"Europawahlkampf, unserEuropa, 26MaiCDU",PaulZiemiak,,1128720359417679872,tweet
"Ich bin fest davon überzeugt, dass #Europa eine Erfolgsgeschichte ist. Als junger Mensch bin ich glücklich, dass wir in Freiheit und Wohlstand aufgewachsen sind. Ein Verdienst unserer Eltern und Großeltern.
#unserEuropa #26MaiCDU https://t.co/SqWfatrvpx",CDU,2019-05-15 17:51:53,11,5,"Europa, unserEuropa, 26MaiCDU",,,1128719666321534976,tweet
".@PaulZiemiak beim Europa-Dialog: Ein schöner Anlass über #Europa zu sprechen.
Ich finde es toll, wie du @hildebentele für #Berlin und #unserEuropa kämpfst. 
Vielen Dank an die @cduberlin für den engagierten Wahlkampf.
#26MaiCDU https://t.co/2B8i4RydI8",CDU,2019-05-15 17:49:19,7,5,"Europa, Berlin, unserEuropa, 26MaiCDU","PaulZiemiak, hildebentele, cduberlin",,1128719018557353989,tweet
"Landesvorsitzende Monika Grütters @cduberlin eröffnet den Abend mit der Botschaft:
Europa ist unsere Heimat. #UnserEuropa ist unser großes Projekt des Friedens, der Freiheit und des Wohlstands. Das Projekt #Europa ist am besten bei der #CDU aufgehoben.
#26MaiCDU https://t.co/mMRAAZper7",CDU,2019-05-15 17:30:50,4,3,"UnserEuropa, Europa, CDU, 26MaiCDU",cduberlin,,1128714366818377728,tweet
"Gleich beginnt der #Europa-Dialog mit Generalsekretär @PaulZiemiak und @hildebentele, Spitzenkandidatin der @cduberlin für die #Europawahl, im Gasometer.
#unserEuropa macht stark. Für Sicherheit, Frieden und Wohlstand. 
🗳👉🇪🇺#26MaiCDU https://t.co/BW1clkOYwP",CDU,2019-05-15 17:06:22,11,3,"Europa, Europawahl, unserEuropa, 26MaiCDU","PaulZiemiak, hildebentele, cduberlin",,1128708210318356482,tweet
Heute Abend im TV bei @phoenix_de ab 21 Uhr! #unserEuropa 🇪🇺 https://t.co/0l9EYkTfdP,CDU,2019-05-15 16:52:32,15,5,unserEuropa,phoenix_de,https://t.co/0l9EYkTfdP,1128704727888343047,tweet
".@PaulZiemiak in der @pnp: Wenn man @akk, @ManfredWeber und @AndiScheuer mit Adolf Hitler und Mussolini gleichsetzt, hat das nichts mehr mit demokratischem Wahlkampf zu tun. Das ist schockierend und schlechtester Stil im #Wahlkampf.",CDU,2019-05-15 16:22:02,35,7,Wahlkampf,"PaulZiemiak, pnp, akk, ManfredWeber, AndiScheuer",,1128697053058670592,tweet
"@PaulZiemiak @pnp Klimaschutz muss nicht nur wirksam, sondern auch sozial verträglich &amp; finanzierbar sein. Schlagworte helfen da nicht weiter. (2/2)",CDU,2019-05-15 16:21:41,11,3,,"PaulZiemiak, pnp",,1128696967788408832,tweet
".@PaulZiemiak in der @pnp: Beim #Klimaschutz müssen wir auf Innovationen &amp; Anreize setzen. Wenn Deutschland bis 2050 klimaneutral sein soll, brauchen wir ein ganzes Bündel an Maßnahmen. (1/2)",CDU,2019-05-15 16:21:08,12,2,Klimaschutz,"PaulZiemiak, pnp",,1128696825865801729,tweet
".@PaulZiemiak in der @pnp: Die #SPD merkt, dass ihr Konzept nicht finanzierbar ist und will die Reserven der Sozialkassen plündern. Das sind Rücklagen der Beitragszahler und nicht die Wahlkampfkasse der @spdde!",CDU,2019-05-15 16:19:38,15,7,SPD,"PaulZiemiak, pnp, spdde",,1128696448965578754,tweet
"@Bitkom @CDU_CSU_EP @spdde @Die_Gruenen @dieLinke @fdp @Piratenpartei Wir haben dann auch mal geantwortet, obwohl wir gar nicht getaggt waren... 🤘#Europawahl2019",CDU,2019-05-15 16:02:06,6,0,Europawahl2019,"Bitkom, CDU_CSU_EP, spdde, Die_Gruenen, dieLinke, fdp, Piratenpartei",,1128692036176162816,tweet
"@Bitkom @CDU_CSU_EP @spdde @Die_Gruenen @dieLinke @fdp @Piratenpartei 1. Mit gezielter Förderung d. MINT-Ausbildung &amp; -Berufe.
2. Die praktische Umsetzung d. europ. Bildungsraumes &amp; die europaweite Anerkennung v. Abschlüssen sind wichtig. Sie stärken das Zusammengehörigkeitsgefühl unserer Jugend und dienen auch der Wettbewerbsfähigkeit. 🇪🇺",CDU,2019-05-15 16:00:31,0,0,,"Bitkom, CDU_CSU_EP, spdde, Die_Gruenen, dieLinke, fdp, Piratenpartei",,1128691639931809792,tweet
"@Bitkom @CDU_CSU_EP @spdde @Die_Gruenen @dieLinke @fdp @Piratenpartei Wir müssen d. Urheberrecht in d. digitalen Welt durchsetzen, große Plattformen mit ihren Geschäftsmodellen in die Verantwortung nehmen &amp; gleichzeitig Sorgen v. unrechtmäßiger Zensur ausräumen.  Wir brauchen ein freies Internet, welches Nutzer &amp; Meinungsfreiheit stark macht.",CDU,2019-05-15 15:59:25,0,0,,"Bitkom, CDU_CSU_EP, spdde, Die_Gruenen, dieLinke, fdp, Piratenpartei",,1128691363246149632,tweet
"@Bitkom @CDU_CSU_EP @spdde @Die_Gruenen @dieLinke @fdp @Piratenpartei 1. Wir wollen 🇩🇪 und 🇪🇺 zu einem führenden KI-Standort machen &amp; KI muss dem Menschen dienen.
2. Wir brauchen eine europ. Digitalplattform für smarte Anwendungen und Künstliche Intelligenz.
3. Dazu wollen wir einen Europ. Zukunftsfonds zur besseren Start-Up-Finanzierung auflegen.",CDU,2019-05-15 15:58:55,4,3,,"Bitkom, CDU_CSU_EP, spdde, Die_Gruenen, dieLinke, fdp, Piratenpartei",,1128691236284567553,tweet
